hotel_name,location,country,description,amenities,rating,contact,website_url,source_url,latitude,longitude
Nairobi Forest Road Lodge & Hotel,Nairobi,Kenya,"Nairobi Forest Road Lodge & Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5341078559,-1.2703218,36.8159369
Bethany Garden House,Nairobi,Kenya,"Bethany Garden House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343344873,-1.2116352,36.8669639
Garden Houses Kenya,Nairobi,Kenya,"Garden Houses Kenya is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343348676,-1.2187566,36.8669582
Kigwa Guest House,Nairobi,Kenya,"Kigwa Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343403751,-1.2286967,36.8537527
Kiota Guest House,Nairobi,Kenya,"Kiota Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343419393,-1.2295041,36.8659581
Nest Place,Nairobi,Kenya,"Nest Place is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343419394,-1.2320109,36.8645066
Muthaiga Palm Gardens (Hardrock),Nairobi,Kenya,"Muthaiga Palm Gardens (Hardrock) is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343419397,-1.2360063,36.8609898
Olkeri Guest House,Nairobi,Kenya,"Olkeri Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5343419398,-1.2376512,36.8622002
Ridgeways Park Hotel,Nairobi,Kenya,"Ridgeways Park Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5348847782,-1.2310381,36.8439986
Gigiri Express Hotel,Nairobi,Kenya,"Gigiri Express Hotel is an accommodation option in Nairobi, Kenya.","air_conditioning, internet_access, wheelchair",Not listed,,,https://www.openstreetmap.org/node/5352497170,-1.2377107,36.8106555
ADIE's Garden Suites,Nairobi,Kenya,"ADIE's Garden Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352689848,-1.2280493,36.8134856
Shanema Homes,Nairobi,Kenya,"Shanema Homes is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352705125,-1.2322727,36.8059273
Gigiri Homestead,Nairobi,Kenya,"Gigiri Homestead is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352705126,-1.2325234,36.8064378
Magna Hotel & Suites,Nairobi,Kenya,"Magna Hotel & Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352705128,-1.2311071,36.8048611
Bonsai Villa,Nairobi,Kenya,"Bonsai Villa is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352729158,-1.230659,36.8058526
The Constant Gardener,Nairobi,Kenya,"The Constant Gardener is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352751293,-1.2325785,36.7939584
Limuru Road Express Hotel,Nairobi,Kenya,"Limuru Road Express Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352811664,-1.2026565,36.7856766
The Bedelle,Nairobi,Kenya,"The Bedelle is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352866913,-1.2033103,36.8037715
Nairobi Runda Villa,Nairobi,Kenya,"Nairobi Runda Villa is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352873570,-1.211361,36.8089013
The 140,Nairobi,Kenya,"The 140 is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352936371,-1.2231177,36.8261825
Home of Nissi,Nairobi,Kenya,"Home of Nissi is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352936374,-1.2197539,36.819615
Homely Stay Guesthouse,Nairobi,Kenya,"Homely Stay Guesthouse is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352970595,-1.2172699,36.8122982
Starbrook Hotel,Nairobi,Kenya,"Starbrook Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352970598,-1.2206868,36.8121416
Raiyani Guest House,Nairobi,Kenya,"Raiyani Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352970599,-1.2194713,36.8128982
QVC Bed and Breakfast,Nairobi,Kenya,"QVC Bed and Breakfast is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352970600,-1.2169569,36.8084057
Runda Suites,Nairobi,Kenya,"Runda Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352970601,-1.2138583,36.8046803
Nairobi Runda Serene Accomodation,Nairobi,Kenya,"Nairobi Runda Serene Accomodation is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5352975337,-1.2139618,36.8048467
Bermuda Garden Hotel,Nairobi,Kenya,"Bermuda Garden Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356215606,-1.2691158,36.829042
Karen Inn & Suites,Nairobi,Kenya,"Karen Inn & Suites is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356748009,-1.3215894,36.7167951
Bush House & Camp,Nairobi,Kenya,"Bush House & Camp is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356748010,-1.321901,36.7167432
Cold Springs Karen Boutique Hotel,Nairobi,Kenya,"Cold Springs Karen Boutique Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356833202,-1.3381641,36.7121011
Karen Camp,Nairobi,Kenya,"Karen Camp is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356849304,-1.3352432,36.7024787
Karen Blixen Camp,Nairobi,Kenya,"Karen Blixen Camp is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5356853095,-1.3377186,36.708007
Disney Calabash Hotel,Nairobi,Kenya,"Disney Calabash Hotel is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360683976,-1.3203567,36.7146539
The Residences at Karen - Karen Country Club,Nairobi,Kenya,"The Residences at Karen - Karen Country Club is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,+254 733 606950,https://www.karencountryclub.org/The_Residences,https://www.openstreetmap.org/node/5360931826,-1.3456083,36.7146106
Beeclan Guest House,Nairobi,Kenya,"Beeclan Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972235,-1.3396691,36.7322612
Karen Homestay,Nairobi,Kenya,"Karen Homestay is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972241,-1.3435731,36.7338246
Mbogani Cottages,Nairobi,Kenya,"Mbogani Cottages is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972256,-1.348875,36.7315392
Tomcat Rentals,Nairobi,Kenya,"Tomcat Rentals is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972260,-1.3569799,36.7314598
Loreto Mary Ward Centre,Nairobi,Kenya,"Loreto Mary Ward Centre is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972283,-1.3602888,36.7262223
Christian Ministries in Africa - Guest House,Nairobi,Kenya,"Christian Ministries in Africa - Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972284,-1.3599926,36.7262679
Collingham Gardens,Nairobi,Kenya,"Collingham Gardens is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972285,-1.3602696,36.7246953
House of Waine.,Nairobi,Kenya,"House of Waine. is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972290,-1.356308,36.7215752
Karen Getaway,Nairobi,Kenya,"Karen Getaway is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360972294,-1.3552376,36.7210588
Blue Safari Club,Nairobi,Kenya,"Blue Safari Club is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360981057,-1.3628549,36.7325967
Passionist Retreat House,Nairobi,Kenya,"Passionist Retreat House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5360981065,-1.3659135,36.7358933
Eshel Garden Guest House,Nairobi,Kenya,"Eshel Garden Guest House is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5361484370,-1.370196,36.7321495
The Safari Collection,Nairobi,Kenya,"The Safari Collection is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5361484411,-1.3747967,36.7441791
Macushla House Ltd,Nairobi,Kenya,"Macushla House Ltd is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5361484414,-1.3821768,36.7489767
Royale Club Karen,Nairobi,Kenya,"Royale Club Karen is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5361537065,-1.3606384,36.7431858
Karen Embers,Nairobi,Kenya,"Karen Embers is an accommodation option in Nairobi, Kenya.",Not listed,Not listed,,,https://www.openstreetmap.org/node/5361637313,-1.3454006,36.7364351
